function,Parameter,Value,period,Desc
calc_HECS,HECS_Rate5,0.035,year,HECS Threshold/Rate
calc_HECS,HECS_Rate6,0.04,year,HECS Threshold/Rate
calc_HECS,HECS_Rate7,0.045,year,HECS Threshold/Rate
calc_HECS,HECS_Rate8,0.05,year,HECS Threshold/Rate
calc_HECS,HECS_Rate9,0.055,year,HECS Threshold/Rate
calc_HECS,HECS_Rate10,0.06,year,HECS Threshold/Rate
calc_HECS,HECS_Rate11,0.065,year,HECS Threshold/Rate
calc_HECS,HECS_Rate12,0.07,year,HECS Threshold/Rate
calc_HECS,HECS_Rate13,0.075,year,HECS Threshold/Rate
calc_HECS,HECS_Rate14,0.08,year,HECS Threshold/Rate
calc_HECS,HECS_Rate15,0.085,year,HECS Threshold/Rate
calc_HECS,HECS_Rate16,0.09,year,HECS Threshold/Rate
calc_HECS,HECS_Rate17,0.095,year,HECS Threshold/Rate
calc_HECS,HECS_Rate18,0.1,year,HECS Threshold/Rate
calc_HECS,num_thresholds,18,na ,Number of HECS Thresholds
calc_income_tax,medi_LI_threshold_S,23365,year,Medicare Levy Surchage
calc_income_tax,medi_PI_threshold_S,29206,year,Medicare Levy Surchage
calc_income_tax,medi_LI_threshold_P,39402,year,Medicare Levy Surchage
calc_income_tax,medi_PI_threshold_P,49252,year,Medicare Levy Surchage
calc_income_tax,medi_dep_LI_threshold,3619,year,Medicare Levy Surchage
calc_income_tax,medi_dep_PI_threshold,4523,year,Medicare Levy Surchage
calc_benefit_abated,work_for_the_dole,20.8,fortnight,Additional income for JSP recpients 
calc_family_benefit,fam_ftba_eoy_supp,788.4,year,End of year FTB A supplement per child 
calc_family_benefit,fam_ftba_eoy_incthreshold,80000,year ,End of year FTB A income threshold 
calc_family_benefit,fam_ftbb_eoy_supp,383.25,year,End of year FTB B supplement per family 
